sentiments,labels
We the 16m++ or maybe 61m++ BELIEVE in President Rodrigo Roa Duterte! Let's change the game! Throw them all hypocrites to OBLIVION who u sila sa Election2022👊👊 @acidscrambler,Neutral
"""Ang gusto po ng kalaban is to discredit the COVID response of the administration,"" said the senator close to President Duterte. | @MAgerINQ  https://t.co/esiagEUmQu",Negative
"President Rodrigo Duterte comes to the defense of Davao-based businessman and former economic adviser Michael Yang, who was linked by senators to Pharmally Pharmaceutical Corporation, the government's biggest supplier of medical supplies during the COVID-19 pandemic.  https://t.co/MRwBz7cwZd",Positive
#HATOLNGBAYAN2022 : Ibinuking ni Pangulong Rodrigo Duterte si Senator Imee Marcos na tatakbo umanong Vice-president at makaka-tandem si  Davao City Mayor Sara Duterte-Carpio  sa 2022 elections.  https://t.co/lNl4DYjFff,Neutral
President Rodrigo Duterte comes to the defense of two of his former appointees who are now in the midst of controversy surrounding the government's procurement of medical supplies for its pandemic response.  https://t.co/npGRlIveT2,Positive
Education for every Filipino is one of the government’s top priorities. President Duterte proposed the allocation of P803 billion for the education sector for year 2022.  https://t.co/MheJXJRgCx,Positive
okay so the cases increasing day by day and duterte really decided to shit on people's appearance??? this is ph's president??? putangina,Negative
"On criticisms vs the Senate Blue Ribbon panel's investigation, Gordon cites ""repeated attempts to distract the investigation, no less than from our own President of the Republic of the Philippines, Rodrigo Roa Duterte"". | via @MBvanneelaine",Negative
WATCH: Senate blue ribbon committee chairman Richard Gordon is unbothered by President Duterte's comments about his weight. Gordon believes Duterte should instead just let his former govt appointees explain the alleged anomalies in pandemic contracts.  https://t.co/7aluEqwuED  https://t.co/468VO3HJiC,Neutral
"WATCH: President Rodrigo Duterte hit at several senators including Sen. Ping Locsin in a taped address, questioning the former PNP chief's honesty.   https://t.co/l4nzEErMUX",Positive
"President Rodrigo Duterte meets with the IATF-EID members to provide updates on the government’s ongoing efforts against COVID-19 at the Arcadia Active Lifestyle Center in Matina, Davao City on August 31.  📷 Presidential Photo  https://t.co/qxVo42WJOH",Positive
"By tomorrow, Philippines will have 2 million COVID 19 cases. It took only 4 months (April to August) to double the cases from 1 million to 2 million.  And we still have Duque as DOH Secretary. Ted Herbosa as consultant of the IATF. Duterte as President.  Kelan na people power?",Neutral
I can't believe that the President has got himself explaining about a simple businessman. Now this is something. @News5PH #Duterte,Neutral
"Duterte running for VP because 'there is no opposition' - PRESIDENT Rodrigo Duterte on Tuesday expressed confidence that the opposition will ""not win"" in the May 9, 2022 national... -  https://t.co/xovdM4ydpD  https://t.co/e7zdY6xktN",Negative
"On criticisms vs the Senate Blue Ribbon panel's investigation, Gordon cites ""repeated attempts to distract the investigation, no less than from our own President of the Republic of the Philippines, Rodrigo Roa Duterte"". @manilabulletin",Negative
@YsabelwithaWhyy Sen. Gordon brings up President Duterte's tirade against the Commission on Audit.  https://t.co/o98HnWvE51,Neutral
#FactCheck: Duterte did not order a probe into COA. He only said he would audit the government himself if he gets elected as vice president. #BudgetWatch  https://t.co/xVUC5OaMJI,Neutral
"President Rodrigo Duterte has challenged the Commission of Audit to publish the number of criminal cases filed against its General Auditing Office. Earlier, the COA has flagged itself for its budget management  https://t.co/1lVc5z3brx",Negative
@MBvanneelaine Go says senators also take advantage of his closeness to Duterte when asking favors or need him to relay matters to the President | via @MBvanneelaine,Positive
"Senator Bong Go should explain why he did not defend the Senate after President Rodrigo Duterte criticized it for investigating the alleged overpricing of pandemic supplies, Senator Richard Gordon said Tuesday.  https://t.co/1Ozoxc8P12  https://t.co/sAQvpLwlfr",Negative
"President Rodrigo Duterte in his pre-recorded public address aired Tuesday morning asked the public not to re-elect senators who take advantage of their position to ""show off.""  STORY:  https://t.co/k7uwknJ9us",Positive
Go says senators also take advantage of his closeness to Duterte when asking favors or need him to relay matters to the President @manilabulletin,Positive
@News5PH @camillesmnte Go showed a video of President Duterte during the session defending his controversial appointments. (via News5/Camille Samonte)  https://t.co/JNp8ByOSir,Negative
#FactCheck: Duterte did not order a probe into COA. He only said he would audit the government himself if he gets elected as vice president. #BudgetWatch  https://t.co/lkxnTKSUv1,Neutral
“Are you honest?”  President Duterte posed this question to Senator Panfilo Lacson after the chief executive criticized the Senate blue ribbon committee’s investigation on the state auditor’s flagged “deficiencies” in handling pandemic funds. | @CMRamosINQ  https://t.co/1bfPGoQW2g,Negative
"Grabe talaga yung yabang ni Duterte at supporters niya sa FB pages na Mindanao-based. More than a month since umuwi ako ng Davao, nakikita ko talaga yung tarps ni Sara plus yung AM at FM Radio Stations may pa ""Home of First Mindanaoan President"" at todo puri pa rin sa admin. 😩  https://t.co/8ikmJRfTnY",Positive
"The citizens’ movement urging Davao City Mayor Sara Duterte-Carpio daughter of President Duterte to run for president in the May 2022 race is gaining ground, according to House deputy speaker and Bagong Henerasyon party-list Rep. Bernadette Herrera.  https://t.co/Fswb6RINAb",Positive
Go: Mr. President kami po ni Pang. Duterte ay mga probinsyano po rito. Kami po ay tumutulong magserbisyo sa mga tao.,Negative
"@KakanTuring WTF is Go saying during the senate plenary. He is like a child complaining of being maltreated by Senate President. On national television. No difference from duterte, henis SICK!",Negative
Sen. Richard Gordon raised the possibility that his committee’s investigation into the controversial purchase of “overpriced” pandemic-related goods could reach as high as President Rodrigo Duterte. | @CMRamosINQ  https://t.co/KWNOp7rv81,Negative
The much-vaunted Solid North may have started to crumble on President Rodrigo Duterte who declared his intent to run for vice president in the 2022 elections.   https://t.co/ayDaTtqC8W,Positive
"Aki ya Mungu, nikawai kuwa president, nafanya clean-up kama ya Rodrigo Duterte, the Philippines president. All these wash wash guys, drug traffickers, 2B per day guys, Kenya power private suppliers, tender inflation guys etc etc. Wote chini, kesi baadae. Fvck nimechoka manze",Neutral
Go says other senators do not complain about his closeness to Duterte when they need favors or ask him to relay something to the President. | via @_katrinadomingo,Positive
@SAPBongGo Go says other senators do not complain about his closeness to Duterte when they need favors or ask him to relay something to the President.,Positive
"“That really shows that you’re hiding something.""  It would be a “big mistake” for President Rodrigo Duterte to bar Cabinet members from attending congressional hearings, Sen. Richard Gordon said. | @MAgerINQ  https://t.co/RFlTvJaHNy",Negative
"@MBvanneelaine Go's remarks come after President Duterte, his former boss, criticized Sen. Richard Gordon and other senators for investigating the reported deficiencies of the DOH in spending its COVID-19 funds | via @MBvanneelaine",Negative
"Go's remarks come after President Duterte, his former boss, criticized Sen. Richard Gordon and other senators for investigating the reported deficiencies of the DOH in spending its COVID-19 funds @manilabulletin",Negative
"@SidRanter @cnnphilippines Duterte has been president for 5 years and has NOT shown a track record of good governance neither a significant contribution to the society. Massive corruption,5000+ victims of EJK while drug lords are free, cronies advantage takers and more evils in this regime.",Positive
"President Duterte challenged the Commission on Audit to publish criminal cases filed against state auditors, stressing that many of them have been accused of bribery and falsification of documents.   https://t.co/zObAwmjZAa",Negative
